CID,MolecularWeight,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D,Title,XLogP,XLogP_Source,Status,Formula,MW
5282375,354.5,354.2194948,35.5,568,0,0,3,8,26,0,0,0,0,4,4,0,1,302.9,5,2,0,0,0,1,2,0.8,8,10,Etretinate,6.8,PubChem XLogP,OK,C23H30O3,354.5
5282379,300.4,300.2089301,37.3,567,0,1,2,5,22,0,0,0,0,4,4,0,1,259,7,2,0,1,0,1,3,0.8,5.8,10,Isotretinoin,6.3,PubChem XLogP,OK,C20H28O2,300.4
5282381,382.5,382.2719243,83.8,487,0,2,5,14,27,0,4,3,1,1,1,0,1,318.4,10,4,2,0,0,1,3,1.4,14.8,10,Misoprostol,3.7,PubChem XLogP,OK,C22H38O5,382.5
5282387,370.59,370.0750385,125,303,0,6,10,4,25,0,0,0,0,0,0,0,7,,,,,,,,,,,0,Magnesium salicylate hydrate,,,Not applicable (ionic/extreme),C14H18MgO10,370.59
5282408,425.5,425.129694,123,595,0,2,7,2,30,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Ketotifen Fumarate,,,Not applicable (ionic/extreme),C23H23NO5S,425.5
5282415,475.6,475.3145174,185,486,0,8,9,15,33,0,5,5,0,2,2,0,2,,,,,,,,,,,0,Dinoprost Tromethamine,,,Not applicable (ionic/extreme),C24H45NO8,475.6
5282418,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,Trifluoperazine dimaleate,,,Not applicable (ionic/extreme),C29H32F3N3O8S,639.6
5282419,342.9,342.2074059,33.3,321,0,3,3,5,23,0,1,0,1,0,0,0,3,,,,,,,,,,,0,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride, hydrate (1:1:1)",,,Not applicable (ionic/extreme),C18H31ClN2O2,342.9
5282421,454.5,454.2216201,126,663,0,4,6,5,33,0,2,2,0,1,1,0,2,,,,,,,,,,,0,Lisuride Maleate,,,Not applicable (ionic/extreme),C24H30N4O5,454.5
5282451,881,880.2848136,187,626,0,4,12,14,63,0,4,4,0,2,2,0,3,,,,,,,,,,,0,Pitavastatin Calcium,,,Not applicable (ionic/extreme),C50H46CaF2N2O8,881
5282455,1001.1,1000.283511,304,761,0,4,20,18,67,0,4,4,0,2,2,0,3,,,,,,,,,,,0,Rosuvastatin Calcium,,,Not applicable (ionic/extreme),C44H54CaF2N6O12S2,1001.1
5282469,530.5,530.1972558,266,731,0,9,12,9,37,0,5,5,0,0,0,0,3,,,,,,,,,,,0,Protirelin tartrate monohydrate,,,Not applicable (ionic/extreme),C20H30N6O11,530.5
5282474,520.6,520.1337936,183,711,0,3,9,10,35,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Eprosartan Mesylate,,,Not applicable (ionic/extreme),C24H28N2O7S2,520.6
5282479,553.6,553.1858267,130,663,0,3,12,8,38,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Fluphenazine Maleate,,,Not applicable (ionic/extreme),C26H30F3N3O5S,553.6
5284472,332.9,332.1655411,17.1,335,0,2,3,4,23,0,0,0,0,1,1,0,3,,,,,,,,,,,0,Triprolidine hydrochloride monohydrate,,,Not applicable (ionic/extreme),C19H25ClN2O,332.9
5284566,312.4,312.1950114,50.2,442,0,1,3,2,23,0,2,2,0,0,0,0,1,246.7,8,2,1,0,1,4,0,0.8,4.4,10,Granisetron (JAN/USAN/INN),2.8,PubChem XLogP,OK,C18H24N4O,312.4
5284583,170.21,170.1055277,63.4,203,0,1,2,3,12,0,1,1,0,0,0,0,1,134.6,5,2,1,0,0,1,1,0.6,3.8,10,Levetiracetam,-0.3,PubChem XLogP,OK,C8H14N2O2,170.21
5284603,315.4,315.1470582,59,553,0,1,5,1,23,0,4,4,0,0,0,0,1,231.6,11,4,1,0,1,5,0,0.6,2.4,1,Oxycodone,1.2,PubChem XLogP,OK,C18H21NO4,315.4
5284627,339.36,339.0987878,124,556,0,1,9,3,22,0,4,4,0,0,0,0,1,237.3,13,7,1,0,0,3,2,0.8,4.6,10,Topiramate,-0.8,PubChem XLogP,OK,C12H21NO8S,339.36
5311035,408.6,408.2875744,83.8,551,0,2,5,14,29,0,4,4,0,1,1,0,1,337.3,11,4,2,0,0,2,3,1.4,15.6,10,Butaprost,4.2,PubChem XLogP,OK,C24H40O5,408.6
5311064,317.4,317.1627082,71,320,0,3,5,8,23,0,1,1,0,0,0,0,1,254.1,9,3,3,0,1,2,0,0.8,8,10,Denopamine,1.8,PubChem XLogP,OK,C18H23NO4,317.4
5311068,200.28,200.1313485,28.7,205,0,1,1,2,15,0,1,1,0,0,0,0,1,168.5,5,0,1,0,1,2,1,0.6,2,10,Dexmedetomidine,3.1,PubChem XLogP,OK,C13H16N2,200.28
5311071,398.7,398.3548661,20.2,639,0,1,1,5,29,0,7,7,0,3,3,0,1,343.2,8,1,1,0,0,3,3,0.8,7.2,10,Dihydrotachysterol,7.7,PubChem XLogP,OK,C28H46O,398.7
5311181,360.5,360.2300595,77.8,606,0,3,4,8,26,0,6,5,1,2,2,0,1,300.9,12,4,2,1,0,2,3,1.2,9,10,Iloprost,2.8,PubChem XLogP,OK,C22H32O4,360.5
5311221,432.6,432.2875744,87,526,0,3,5,14,31,0,5,5,0,1,1,0,1,356.6,11,4,3,0,0,2,2,1.4,15,10,Latanoprost,4.3,PubChem XLogP,OK,C26H40O5,432.6
5311225,400.5,400.1885886,93.1,613,0,2,6,11,29,0,4,4,0,1,1,0,1,322.9,9,5,2,0,0,2,0,1.2,11.8,10,Syngard,1.3,PubChem XLogP,OK,C23H28O6,400.5
5311309,317.4,317.1990937,66.4,393,0,2,3,6,23,0,1,1,0,0,0,0,1,257.2,8,3,1,1,0,2,1,0.8,8.2,10,Nateglinide,3.2,PubChem XLogP,OK,C19H27NO3,317.4
5312125,495.5,495.234491,97.1,654,0,3,9,13,35,0,1,1,0,0,0,0,1,374.2,12,4,3,0,2,3,0,1.2,14.6,10,Silodosin,3.6,PubChem XLogP,OK,C25H32F3N3O4,495.5
5312153,465.6,465.1821235,138,766,0,3,7,12,32,0,4,4,0,2,2,0,1,359.7,13,7,3,0,0,2,1,1.6,13.8,10,Sulprostone,1.5,PubChem XLogP,OK,C23H31NO7S,465.6
5328940,530.4,529.1647452,82.9,734,0,1,8,9,36,0,0,0,0,0,0,0,1,396.2,13,5,1,0,3,4,0,1.2,10.2,10,Bosutinib,5.4,PubChem XLogP,OK,C26H29Cl2N5O3,530.4
5360515,341.4,341.1627082,70,621,0,2,5,2,25,0,4,4,0,0,0,0,1,252.3,11,3,2,0,1,5,0,0.8,4,3,Naltrexone,1.9,PubChem XLogP,OK,C20H23NO4,341.4
5360696,271.4,271.1936144,12.5,370,0,0,2,1,20,0,3,3,0,0,0,0,1,216.6,6,1,0,0,1,4,0,0.6,2.6,2,Dextromethorphan,3.4,PubChem XLogP,OK,C18H25NO,271.4
5362115,489,488.2077999,95.9,649,0,3,6,12,34,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Delapril Hydrochloride,,,Not applicable (ionic/extreme),C26H33ClN2O5,489
5362118,441.5,441.2475005,135,550,0,6,9,12,31,0,3,3,0,0,0,0,3,,,,,,,,,,,0,Lisinopril dihydrate,,,Not applicable (ionic/extreme),C21H35N3O7,441.5
5362123,460.9,460.1764997,95.9,619,0,3,6,10,32,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Benazepril Hydrochloride,,,Not applicable (ionic/extreme),C24H29ClN2O5,460.9
5362129,416.5,416.2311221,95.9,619,0,2,6,10,30,0,5,5,0,0,0,0,1,327.9,10,4,1,1,1,3,0,1.2,12.2,10,Ramipril,1.4,PubChem XLogP,OK,C23H32N2O5,416.5
5362376,445,444.1485709,108,539,0,3,7,11,29,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Tamsulosin Hydrochloride,,,Not applicable (ionic/extreme),C20H29ClN2O5S,445
5362471,317.4,317.1627082,42.9,509,0,2,5,1,23,0,5,5,0,0,0,0,2,,,,,,,,,,,0,"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, monohydrate, (5alpha,6alpha)-",,,Not applicable (ionic/extreme),C18H23NO4,317.4
5388961,492.5,492.2107806,171,637,0,4,10,12,35,0,3,3,0,1,1,0,2,,,,,,,,,,,0,Enalapril Maleate,,,Not applicable (ionic/extreme),C24H32N2O9,492.5
5462346,477.5,477.2362671,159,626,0,6,9,5,34,0,5,5,0,0,0,0,2,,,,,,,,,,,0,"(1S,9R,10S)-17-(Cyclobutylmethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-4,10-diol;(2R,3R)-2,3-dihydroxybutanedioic acid",,,Not applicable (ionic/extreme),C25H35NO8,477.5
5463984,396.4,396.1685219,107,590,0,3,6,8,29,0,2,2,0,0,0,0,1,305.2,12,5,1,2,1,3,0,1,8.8,10,Benazeprilat,0.6,PubChem XLogP,OK,C22H24N2O5,396.4
5464201,930.2,929.5738604,228,1600,0,6,10,25,67,0,8,8,0,0,0,0,1,,,,,,,,,,,0,Ditekiren,5.6,PubChem XLogP,OK,C50H75N9O8,930.2
5484727,430.5,430.2467722,95.9,633,0,2,6,10,31,0,5,5,0,0,0,0,1,339.7,10,4,1,1,1,3,0,1.2,12.4,10,Trandolapril,2,PubChem XLogP,OK,C24H34N2O5,430.5
5485193,441.9,441.1666633,116,619,0,3,7,10,30,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Imidapril Hydrochloride,,,Not applicable (ionic/extreme),C20H28ClN3O6,441.9
5493444,551.8,551.3934364,146,717,0,4,7,19,39,0,4,4,0,0,0,0,1,,,,,,,,,,,0,Aliskiren,3.5,PubChem XLogP,OK,C30H53N3O6,551.8
5497196,914.2,913.5551416,195,1760,0,3,13,6,65,0,15,14,1,4,4,0,1,,,,,,,,,,,0,Rapamycin (TN),6,PubChem XLogP,OK,C51H79NO13,914.2
5702063,231.08,230.0126017,76.8,227,0,2,2,2,14,0,0,0,0,1,1,0,1,158.9,5,1,2,0,1,1,0,0.6,2,2,Guanabenz,1.7,PubChem XLogP,OK,C8H8Cl2N4,231.08
5702160,337.5,337.0449363,238,469,0,4,8,7,20,0,0,0,0,1,1,0,1,231.3,8,0,5,0,1,1,1,1,7,10,Famotidine,-0.6,PubChem XLogP,OK,C8H15N7O2S3,337.5
6321303,812.7,812.2686429,240,558,0,9,17,2,55,0,10,10,0,0,0,0,5,,,,,,,,,,,0,Codeine phosphate hemihydrate,,,Not applicable (ionic/extreme),C36H50N2O15P2,812.7
6419928,648.8,648.2941336,173,484,0,4,12,4,45,0,4,4,0,0,0,0,3,,,,,,,,,,,0,Physostigmine Sulfate,,,Not applicable (ionic/extreme),C30H44N6O8S,648.8
6420009,598.1,597.2129448,145,708,0,4,9,14,42,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Enclomiphene Citrate,,,Not applicable (ionic/extreme),C32H36ClNO8,598.1
6420040,344.9,344.1866705,64.8,308,0,2,5,11,23,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Oxybuprocaine Hydrochloride,,,Not applicable (ionic/extreme),C17H29ClN2O3,344.9
6420042,337.4,337.1314081,86.6,432,0,3,5,2,25,0,2,2,0,1,1,0,2,,,,,,,,,,,0,Dizocilpine Maleate,,,Not applicable (ionic/extreme),C20H19NO4,337.4
6431825,561.1,560.1536563,106,657,0,2,7,7,39,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Chlorpromazine Hibenzate,,,Not applicable (ionic/extreme),C31H29ClN2O4S,561.1
6435922,524.9,524.1561582,174,765,0,4,11,12,36,0,1,0,1,1,1,0,2,,,,,,,,,,,0,Amlodipine Maleate,,,Not applicable (ionic/extreme),C24H29ClN2O9,524.9
6436002,386.5,386.225723,46.5,661,0,1,4,3,28,0,2,2,0,1,1,0,1,311.5,8,2,1,0,0,3,2,0.8,4.8,10,Dalvastatin,5,PubChem XLogP,OK,C24H31FO3,386.5
6444692,468.5,468.1773105,66,620,0,0,8,10,34,0,0,0,0,1,1,0,1,358.9,5,1,0,0,0,4,0,1,11,10,Mubritinib,5.4,PubChem XLogP,OK,C25H23F3N4O2,468.5
6446650,233.68,233.0782835,26,184,0,2,3,4,15,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Mofegiline Hydrochloride,,,Not applicable (ionic/extreme),C11H14ClF2N,233.68
6450551,386.5,386.1201324,96,557,0,2,4,5,28,0,0,0,0,1,1,0,1,303.6,9,3,2,0,0,4,0,0.8,6,10,Axitinib,4.2,PubChem XLogP,OK,C22H18N4OS,386.5
6850814,503.1,502.1362921,147,650,0,3,8,10,32,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Spirapril Hydrochloride,,,Not applicable (ionic/extreme),C22H31ClN2O5S2,503.1
6914273,314.25,314.0651194,121,524,0,1,6,3,23,0,0,0,0,1,1,0,1,230.2,11,6,1,1,0,3,0,0.8,4.6,8,Dantrolene,1.7,PubChem XLogP,OK,C14H10N4O5,314.25
6917719,384.4,384.1896512,109,490,0,5,8,8,27,0,3,3,0,0,0,0,3,,,,,,,,,,,0,(2S)-1-((2S)-2-(((1S)-1-carboxy-3-phenylpropyl)amino)propanoyl)pyrrolidine-2-carboxylic acid;dihydrate,,,Not applicable (ionic/extreme),C18H28N2O7,384.4
6917793,408.5,408.1579744,176,647,0,4,6,6,28,0,4,4,0,0,0,0,1,300.9,12,4,4,0,1,3,0,1.2,10,10,Montirelin,-1.7,PubChem XLogP,OK,C17H24N6O4S,408.5
6917815,333.4,333.1576228,83.9,492,0,1,5,7,24,0,3,3,0,0,0,0,1,261.1,9,4,0,1,0,2,2,1,8.6,10,Pentopril,2.6,PubChem XLogP,OK,C18H23NO5,333.4
6917956,329.5,329.1660795,100,424,0,1,5,8,22,0,1,1,0,0,0,0,1,259.7,7,3,0,1,0,1,2,1,10,10,Pivopril,2.9,PubChem XLogP,OK,C16H27NO4S,329.5
6918003,348.9,348.1716891,50.2,442,0,2,3,2,24,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Granisetron hydrochloride (JAN/USP),,,Not applicable (ionic/extreme),C18H25ClN4O,348.9
6918034,304.73,304.0727034,71.2,525,0,3,4,1,21,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Olprinone Hydrochloride Hydrate,,,Not applicable (ionic/extreme),C14H13ClN4O2,304.73
6918047,650,649.2049795,211,749,0,8,15,12,44,0,1,0,1,0,0,0,4,,,,,,,,,,,0,Mosapride citrate dihydrate,,,Not applicable (ionic/extreme),C27H37ClFN3O12,650
6918078,400.4,400.1845659,148,402,0,4,9,8,28,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Rivastigmine Tartrate,,,Not applicable (ionic/extreme),C18H28N2O8,400.4
6918111,328.9,328.1917559,33.3,308,0,3,3,4,22,0,1,1,0,0,0,0,3,,,,,,,,,,,0,"(2S)-N-(2,6-dimethylphenyl)-1-propyl-2-piperidinecarboxamide hydrochloride monohydrate",,,Not applicable (ionic/extreme),C17H29ClN2O2,328.9
6918132,360.9,360.0038982,151,534,0,3,7,3,20,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Dorzolamide Hydrochloride,,,Not applicable (ionic/extreme),C10H17ClN2O4S3,360.9
6918235,704.9,704.3349575,123,411,0,2,8,8,49,0,6,6,0,0,0,0,5,,,,,,,,,,,0,Mitiglinide Calcium Hydrate,,,Not applicable (ionic/extreme),C38H52CaN2O8,704.9
9556529,492.1,489.976916,105,506,0,1,6,6,30,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Oxiconazole Nitrate,,,Not applicable (ionic/extreme),C18H14Cl4N4O4,492.1
9570076,290.19,289.086101,88.8,292,0,4,1,4,18,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Proguanil Hydrochloride,,,Not applicable (ionic/extreme),C11H17Cl2N5,290.19
9571003,530.9,529.141423,72.6,677,0,2,6,8,34,0,0,0,0,1,1,0,3,,,,,,,,,,,0,Azimilide Dihydrochloride,,,Not applicable (ionic/extreme),C23H30Cl3N5O3,530.9
9574101,473.6,473.2638192,146,731,0,4,7,11,34,0,2,2,0,1,1,0,1,368.2,12,3,3,1,2,3,0,1.2,15,10,Ximelagatran,2.2,PubChem XLogP,OK,C24H35N5O5,473.6
9574343,557.5,556.2049,70.6,756,0,0,5,6,36,0,0,0,0,1,1,0,1,409,9,2,0,1,1,4,1,1.2,9.4,10,Ancriviroc,4.3,PubChem XLogP,OK,C28H37BrN4O3,557.5
9795678,279.8,279.1753775,3.2,242,0,1,1,2,19,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Phencyclidine Hydrochloride,,,Not applicable (ionic/extreme),C17H26ClN,279.8
9859832,253.34,253.1677936,55.4,351,0,1,3,3,18,0,3,3,0,0,0,0,1,200.9,6,2,1,0,0,2,1,0.6,5,10,"1R-cis-3,3,5-trimethylcyclohexyl ester5-oxo-L-proline",2.6,PubChem XLogP,OK,C14H23NO3,253.34
9869929,483.9,483.1785654,125,642,0,3,9,9,34,0,1,1,0,0,0,0,1,362.1,13,4,3,0,2,4,0,1,11,10,Avanafil,2.6,PubChem XLogP,OK,C23H26ClN7O3,483.9
9907628,375.3,374.1640169,57.7,361,0,5,3,7,24,0,1,1,0,0,0,0,3,,,,,,,,,,,0,Alniditan Dihydrochloride,,,Not applicable (ionic/extreme),C17H28Cl2N4O,375.3
9910986,438.3,437.0796782,90.2,628,0,4,6,2,29,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Flavopiridol hydrochloride,,,Not applicable (ionic/extreme),C21H21Cl2NO5,438.3
10429215,370.3,369.09396,46.5,373,0,1,4,4,22,0,3,2,1,0,0,0,2,,,,,,,,,,,0,Arkitropin,,,Not applicable (ionic/extreme),C17H24BrNO3,370.3
10457278,467,466.2234499,95.9,633,0,3,6,10,32,0,5,5,0,0,0,0,2,,,,,,,,,,,0,Indolapril Hydrochloride,,,Not applicable (ionic/extreme),C24H35ClN2O5,467
11557040,943.5,942.1841276,241,1100,0,5,16,13,63,0,0,0,0,0,0,0,4,,,,,,,,,,,0,Lapatinib Ditosylate,,,Not applicable (ionic/extreme),C43H44ClFN4O11S3,943.5
11953898,1347.4,1346.57489,453,3150,-2,10,20,26,92,0,14,13,1,3,3,0,3,,,,,,,,,,,0,"Cobalt;[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2S)-1-[3-[(2R,3R,4Z,7S,9Z,12S,13S,14Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl] phosphate;hydrate",,,Not applicable (ionic/extreme),C62H90CoN13O15P-2,1347.4
11954221,887,886.4314984,187,910,0,5,15,4,63,0,18,18,0,0,0,0,3,,,,,,,,,,,0,"6alpha-Fluoro-11beta,16alpha,17,21-tetrahydroxypregna-1,4-diene-3,20-dione cyclic 16,17-acetal with acetone, hemihydrate",,,Not applicable (ionic/extreme),C48H64F2O13,887
11954233,701.8,700.3198488,9.5,423,0,5,5,0,49,0,0,0,0,0,0,0,7,,,,,,,,,,,0,Cyproheptadine hydrochloride sesquihydrate,,,Not applicable (ionic/extreme),C42H50Cl2N2O3,701.8
11954253,231.25,231.1106726,87.6,300,0,4,6,4,16,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Kainic acid monohydrate,,,Not applicable (ionic/extreme),C10H17NO5,231.25
11954344,1027,1026.34287,308,557,0,13,19,20,71,0,2,0,2,0,0,0,5,,,,,,,,,,,0,Carvedilol Phosphate,,,Not applicable (ionic/extreme),C48H60N4O17P2,1027
11954363,576.7,576.2366187,195,1030,0,6,9,12,40,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Napsagatran,,,Not applicable (ionic/extreme),C26H36N6O7S,576.7
11954366,499.7,499.1923115,212,562,0,6,9,10,33,0,4,4,0,0,0,0,2,,,,,,,,,,,0,Zofenoprilat arginine,,,Not applicable (ionic/extreme),C21H33N5O5S2,499.7
11954367,537.5,536.185815,84.2,311,0,3,5,2,37,0,2,0,2,0,0,0,5,,,,,,,,,,,0,Fadrozole Hydrochloride Hemihydrate,,,Not applicable (ionic/extreme),C28H30Cl2N6O,537.5
11954368,349.8,349.0827174,74.4,429,0,4,5,2,22,0,1,1,0,0,0,0,3,,,,,,,,,,,0,Nepicastat Hydrochloride,,,Not applicable (ionic/extreme),C14H18ClF2N3OS,349.8
11954370,911.2,910.5119188,214,689,0,4,12,20,63,0,14,14,0,0,0,0,3,,,,,,,,,,,0,Tenivastatin Calcium,,,Not applicable (ionic/extreme),C50H78CaO12,911.2
11954371,382.45,382.2427494,154,460,0,8,8,7,26,0,5,5,0,0,0,0,4,,,,,,,,,,,0,Peramivir trihydrate,,,Not applicable (ionic/extreme),C15H34N4O7,382.45
11983193,965.7,964.1986241,317,499,0,8,16,12,68,0,2,0,2,3,3,0,5,,,,,,,,,,,0,Liarozole Fumarate,,,Not applicable (ionic/extreme),C46H38Cl2N8O12,965.7
13290219,244.2,243.9700767,127,302,0,2,7,2,14,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Acetazolamide Sodium,,,Not applicable (ionic/extreme),C4H5N4NaO3S2,244.2
15895902,392.4,392.0806725,86.6,581,0,0,6,5,27,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Parecoxib Sodium,,,Not applicable (ionic/extreme),C19H17N2NaO4S,392.4
16129675,1352.4,1351.448539,585,2840,0,17,22,38,94,0,10,10,0,0,0,0,1,,,,,,,,,,,0,Ceruletide,-3,PubChem XLogP,OK,C58H73N13O21S2,1352.4
16759173,446.5,446.2280477,127,662,0,3,7,11,31,0,8,8,0,0,0,0,2,,,,,,,,,,,0,Pravastatin Sodium,,,Not applicable (ionic/extreme),C23H35NaO7,446.5
16760658,160.1,160.0136383,60.4,138,0,1,3,1,11,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Sodium Salicylate,,,Not applicable (ionic/extreme),C7H5NaO3,160.1
19610426,654.8,654.3060357,183,390,0,5,11,10,46,0,0,0,0,0,0,0,4,,,,,,,,,,,0,Rizatriptan Sulfate,,,Not applicable (ionic/extreme),C30H42N10O5S,654.8
21121303,767.2,766.230511,166,453,0,3,17,10,52,0,2,2,0,0,0,0,6,,,,,,,,,,,0,Esomeprazole magnesium trihydrate,,,Not applicable (ionic/extreme),C34H42MgN6O9S2,767.2
21155870,750.9,750.3033608,170,590,0,7,15,2,52,0,10,10,0,0,0,0,6,,,,,,,,,,,0,Codeine Sulfate,,,Not applicable (ionic/extreme),C36H50N2O13S,750.9
23663403,380.4,380.1381874,158,525,0,3,7,11,25,0,2,2,0,1,1,0,2,,,,,,,,,,,0,Cilastatin Sodium,,,Not applicable (ionic/extreme),C16H25N2NaO5S,380.4
23663959,336.1,335.0091929,53.2,332,0,2,4,3,21,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Sodium meclofenamate monohydrate,,,Not applicable (ionic/extreme),C14H12Cl2NNaO3,336.1
23663985,528.5,528.1389752,154,738,0,6,12,9,35,0,0,0,0,0,0,0,6,,,,,,,,,,,0,Sivelestat Sodium,,,Not applicable (ionic/extreme),C20H29N2NaO11S,528.5
23663992,481.5,481.2240456,103,626,0,2,7,11,34,0,2,2,0,1,1,0,2,,,,,,,,,,,0,Cerivastatin Sodium,,,Not applicable (ionic/extreme),C26H33FNNaO5,481.5
23667301,372.4,372.1007392,91.9,630,0,0,5,2,25,0,4,4,0,0,0,0,2,,,,,,,,,,,0,Estrone Sodium Sulfate,,,Not applicable (ionic/extreme),C18H21NaO5S,372.4
23667642,334.2,332.9725654,52.2,310,0,1,3,4,20,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Diclofenac Potassium,,,Not applicable (ionic/extreme),C14H10Cl2KNO2,334.2
23667962,585.6,585.2831341,113,857,0,0,7,15,40,0,4,3,1,0,0,0,2,,,,,,,,,,,0,Dynacil,,,Not applicable (ionic/extreme),C30H45NNaO7P,585.6
23669229,338.29,338.0990993,98.6,401,0,0,5,1,24,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Sodium caffeine benzoate,,,Not applicable (ionic/extreme),C15H15N4NaO4,338.29
23674731,433.8,433.090424,74.4,512,0,3,7,4,29,0,0,0,0,0,0,0,5,,,,,,,,,,,0,Indometacin (sodium hydrate),,,Not applicable (ionic/extreme),C19H21ClNNaO7,433.8
23674745,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,,,Not applicable (ionic/extreme),C15H21NaO5,304.31
23675769,262.2,262.0677991,109,302,0,1,5,0,18,0,0,0,0,0,0,0,3,,,,,,,,,,,0,"sodium;1,3-dimethyl-7H-purine-2,6-dione;acetate",,,Not applicable (ionic/extreme),C9H11N4NaO4,262.2
23677829,315.3,315.108267,64.1,353,0,2,5,4,22,0,0,0,0,0,0,0,4,,,,,,,,,,,0,Tolmetin sodium dihydrate,,,Not applicable (ionic/extreme),C15H18NNaO5,315.3
23678981,476.4,476.1532601,213,710,0,4,12,9,34,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Methotrexate monosodium,,,Not applicable (ionic/extreme),C20H21N8NaO5,476.4
23679527,433.4,433.1665307,85.5,596,0,2,5,8,31,0,2,2,0,1,1,0,2,,,,,,,,,,,0,Fluvastatin Sodium,,,Not applicable (ionic/extreme),C24H25FNNaO4,433.4
23681059,252.24,252.0762386,49.4,282,0,0,3,3,18,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Naproxen Sodium,,,Not applicable (ionic/extreme),C14H13NaO3,252.24
23683779,277.21,277.035102,77.5,409,0,0,4,2,20,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Alrestatin Sodium,,,Not applicable (ionic/extreme),C14H8NNaO4,277.21
23706210,408.92,407.9681475,82.6,496,0,2,5,2,25,0,1,0,1,0,0,0,4,,,,,,,,,,,0,Tranxilium,,,Not applicable (ionic/extreme),C16H11ClK2N2O4,408.92
23706216,302.27,302.0930314,42.1,292,0,2,5,3,21,0,1,0,1,0,0,0,4,,,,,,,,,,,0,Ocufen,,,Not applicable (ionic/extreme),C15H16FNaO4,302.27
23724511,656.7,656.1563622,189,1090,0,3,14,6,46,0,10,8,2,0,0,0,1,472.8,22,11,3,0,0,8,0,1.2,9,10,"(8aR,9R)-5-[[(4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",1.2,PubChem XLogP,OK,C32H32O13S,656.7
23724775,876.5,875.3582293,186,1100,0,4,12,14,61,0,3,2,1,0,0,0,4,,,,,,,,,,,0,Atropine sulfate and diphenoxylate hydrochloride,,,Not applicable (ionic/extreme),C47H58ClN3O9S,876.5
