Feature Set,Classifier,Train Rows,Test Rows,Features,CV PR AUC,Accuracy,Precision,Recall,F1 Score,ROC AUC,PR AUC,False Positive Rate,False Negative Rate
pubchem_plus_target,Random Forest tuned,5816,1454,33,0.8779264296060721,0.8108665749656121,0.8210227272727273,0.7950481430536451,0.8078266946191475,0.8867990214349638,0.8948831746072159,0.1733149931224209,0.20495185694635487
pubchem_plus_target,Extra Trees tuned,5816,1454,33,0.814516732653626,0.7599724896836314,0.813953488372093,0.6740027510316369,0.7373965387509406,0.812106809654721,0.8304462969624824,0.15405777166437415,0.32599724896836313
pubchem_plus_target,Hist Gradient Boosting tuned,5816,1454,33,0.8712526398884357,0.8177441540577717,0.8147138964577657,0.8225584594222833,0.8186173853524983,0.8876220604735028,0.8864350941122531,0.18707015130674004,0.17744154057771663
