Split Mode,Feature Set,Classifier,Split,Rows,Positives,Negatives,Features,Accuracy,Balanced Accuracy,Precision,Recall,F1 Score,ROC AUC,PR AUC,False Positive Rate,False Negative Rate,False Positives,False Negatives,True Positives,True Negatives
target_held_out,all_features_minus_affinity_group,SVM,test,1135,588,547,1654,0.7894273127753304,0.7919884590033455,0.8496993987975952,0.7210884353741497,0.7801287948482061,0.8746253528833836,0.8695160936671231,0.13711151736745886,0.2789115646258503,75,164,424,472
target_held_out,all_features_minus_affinity_group,KNN,train,3237,1603,1634,1654,0.8124806919987643,0.8130877997267975,0.7745314222712238,0.8764815970056145,0.8223587942639743,0.9055389565617099,0.8883116501140745,0.2503059975520196,0.12351840299438553,409,198,1405,1225
target_held_out,all_features_minus_affinity_group,KNN,validation,1066,528,538,1654,0.6904315196998124,0.6908443167736849,0.671280276816609,0.7348484848484849,0.701627486437613,0.7310799678945591,0.7087694842281882,0.35315985130111527,0.26515151515151514,190,140,388,348
target_held_out,all_features_minus_affinity_group,KNN,test,1135,588,547,1654,0.6581497797356828,0.6568108047606611,0.6623376623376623,0.6938775510204082,0.6777408637873754,0.7112139188399309,0.711014315131274,0.3802559414990859,0.30612244897959184,208,180,408,339
target_held_out,all_features,Logistic Regression,train,3237,1603,1634,1663,0.9935125115848007,0.993544463372303,0.990086741016109,0.9968808484092326,0.9934721790488033,0.99926316247611,0.9990959179434059,0.009791921664626682,0.0031191515907673115,16,5,1598,1618
target_held_out,all_features,Logistic Regression,validation,1066,528,538,1663,0.701688555347092,0.7006590064210882,0.7536231884057971,0.5909090909090909,0.6624203821656051,0.7857560268108595,0.7465637514117056,0.1895910780669145,0.4090909090909091,102,216,312,436
target_held_out,all_features,Logistic Regression,test,1135,588,547,1663,0.7224669603524229,0.7248768794537925,0.7724550898203593,0.6581632653061225,0.7107438016528925,0.7785042719098608,0.759049085861752,0.20840950639853748,0.34183673469387754,114,201,387,433
target_held_out,all_features,Random Forest,train,3237,1603,1634,1663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1603,1634
target_held_out,all_features,Random Forest,validation,1066,528,538,1663,0.651031894934334,0.6479560944012617,0.9285714285714286,0.32007575757575757,0.476056338028169,0.8879301847470993,0.8801105057094307,0.024163568773234202,0.6799242424242424,13,359,169,525
target_held_out,all_features,Random Forest,test,1135,588,547,1663,0.6669603524229075,0.6778065888146849,0.9487179487179487,0.37755102040816324,0.5401459854014599,0.9192891964829807,0.9102302764482556,0.021937842778793418,0.6224489795918368,12,366,222,535
