pubchem_cid,ligand_title,ranked_uniprots,score_threshold,predicted_targets_at_threshold,expected_supported_targets_at_threshold,known_yamanishi_targets_in_affinity_file,known_yamanishi_targets_recovered_at_threshold,known_yamanishi_targets_missed_at_threshold,top_target_likelihood
448537,Diethylstilbestrol,7581,0.8,0,0,15,0,15,0.0999276977258147
4493,Nilutamide,7403,0.8,0,0,2,0,2,0.07255527620445995
4497,Nimodipine,7455,0.8,0,0,1,0,1,0.06216952886966148
4499,Nisoldipine,7460,0.8,0,0,15,0,15,0.0910432931708281
4507,Nitrendipine,7461,0.8,0,0,15,0,15,0.0971782985089876
4510,Nitroglycerin,7567,0.8,0,0,0,0,0,0.04925578910367874
4594,Prilosec,7398,0.8,0,0,0,0,0,0.06855168696825249
4595,Ondansetron,7472,0.8,0,0,0,0,0,0.07255527620445995
460612,Melphalan,7331,0.8,0,0,1,0,1,0.01892644879068193
4614,Oxaprozin,7472,0.8,0,0,2,0,2,0.05842278824611618
4616,Oxazepam,7329,0.8,0,0,1,0,1,0.07255527620445995
4634,Oxybutynin,7464,0.8,0,0,2,0,2,0.06855168696825249
4659569,Tolcapone,7473,0.8,0,0,1,0,1,0.06736842339620086
467825,Ravuconazole,7292,0.8,0,0,1,0,1,0.04029161786160035
4679,Pantoprazole,7315,0.8,0,0,3,0,3,0.0676414577818548
472335,Rubitecan,7386,0.8,0,0,3,0,3,0.07247378838469294
4737,Pentobarbital,7540,0.8,0,0,12,0,12,0.0910432931708281
4740,Pentoxifylline,7475,0.8,0,0,34,0,34,0.10580533074334082
4748,Perphenazine,7388,0.8,0,0,5,0,5,0.06660887018361682
4753,Phenacemide,7542,0.8,0,0,0,0,0,0.033037236583107726
4754,Phenacetin,7544,0.8,0,0,2,0,2,0.07255527620445995
47576,Ketoconazole,7368,0.8,0,0,2,0,2,0.07172435782667323
4763,Phenobarbital,7538,0.8,0,0,1,0,1,0.025470426393417064
4771,Phentermine,7582,0.8,0,0,1,0,1,0.07255527620445995
4781,Phenylbutazone,7532,0.8,0,0,8,0,8,0.07255527620445995
48040,Encainide Hydrochloride,7027,0.8,0,0,0,0,0,0.06003904507219866
4823,Pimobendan,7463,0.8,0,0,13,0,13,0.0910432931708281
4828,Pindolol,7475,0.8,0,0,16,0,16,0.0999276977258147
4888,Pranoprofen,7475,0.8,0,0,0,0,0,0.02144445659302513
4906,Prilocaine,7540,0.8,0,0,1,0,1,0.026192217988894866
4909,Primidone,7539,0.8,0,0,1,0,1,0.07255527620445995
4911,Probenecid,7410,0.8,0,0,1,0,1,0.0562095397393144
4917,Prochlorperazine,7471,0.8,0,0,5,0,5,0.05777883601187642
4927,Promethazine,7535,0.8,0,0,10,0,10,0.0807537648412794
493570,Riboflavin,7292,0.8,0,0,2,0,2,0.0676414577818548
4940,Propiomazine,7472,0.8,0,0,11,0,11,0.0900563293980752
4943,Propofol,7582,0.8,0,0,10,0,10,0.06136625572390265
4993,Pyrimethamine,7475,0.8,0,0,1,0,1,0.07255527620445995
50294,Nedocromil,7460,0.8,0,0,2,0,2,0.05871509859938085
5070,Riluzole,7340,0.8,0,0,15,0,15,0.07255527620445995
5073,Risperidone,7386,0.8,0,0,1,0,1,0.07467848655943192
5090,Rofecoxib,7534,0.8,0,0,2,0,2,0.06855168696825249
50963,Cimetidine Hydrochloride,7409,0.8,0,0,2,0,2,0.07255527620445995
5147,Salicylamide,7480,0.8,0,0,2,0,2,0.07255527620445995
517321,Proparacaine Hydrochloride,7129,0.8,0,0,0,0,0,0.04546223654143944
5206,Sevoflurane,7582,0.8,0,0,12,0,12,0.07336503603357519
52542,Cimoxatone,7471,0.8,0,0,2,0,2,0.07255527620445995
5265,Spiperone,7385,0.8,0,0,3,0,3,0.07247378838469294
5278,Ponalrestat,7236,0.8,0,0,1,0,1,0.025688379593846872
5280360,Prostaglandin E2,7529,0.8,0,0,0,0,0,0.024474978731622587
5280453,Calcitriol,7575,0.8,0,0,1,0,1,0.051652205846435095
5280483,Vitamin K,7574,0.8,0,0,0,0,0,0.033333170777519155
5280723,Alprostadil,7531,0.8,0,0,1,0,1,0.06855168696825249
5280793,Ergocalciferol,7576,0.8,0,0,1,0,1,0.06736842339620086
5280795,Vitamin D3,7575,0.8,0,0,1,0,1,0.0676414577818548
5280954,Rescinnamine,7412,0.8,0,0,1,0,1,0.049169909161441525
5280965,Amphotericin B,7053,0.8,0,0,0,0,0,0.014941733289737734
5281004,Budesonide,7521,0.8,0,0,1,0,1,0.07172435782667323
5281037,Eprosartan,7271,0.8,0,0,1,0,1,0.07255527620445995
5281055,Rosiglitazone Maleate,7188,0.8,0,0,2,0,2,0.06071167347050518
5281068,Chlorpheniramine Maleate,7304,0.8,0,0,1,0,1,0.028252064083596325
5281074,Carboprost Tromethamine,7426,0.8,0,0,0,0,0,0.020078792348659336
5281077,Ethchlorvynol,7545,0.8,0,0,1,0,1,0.06142121645349052
5281078,Mycophenolate Mofetil,7455,0.8,0,0,2,0,2,0.07255527620445995
5281081,Entacapone,7403,0.8,0,0,1,0,1,0.0676414577818548
5281104,Paricalcitol,7575,0.8,0,0,1,0,1,0.07255527620445995
5282183,Indomethacin farnesil,7428,0.8,0,0,1,0,1,0.05770272118275619
5282226,Travoprost,7441,0.8,0,0,0,0,0,0.030650446681785973
5282375,Etretinate,7581,0.8,0,0,6,0,6,0.1118405575319349
5282379,Isotretinoin,7532,0.8,0,0,1,0,1,0.07255527620445995
5282381,Misoprostol,7528,0.8,0,0,2,0,2,0.07255527620445995
5282408,Ketotifen Fumarate,7383,0.8,0,0,2,0,2,0.0676414577818548
5282415,Dinoprost Tromethamine,7427,0.8,0,0,3,0,3,0.07255527620445995
5282421,Lisuride Maleate,7362,0.8,0,0,2,0,2,0.07904265992817738
5282469,Protirelin tartrate monohydrate,7202,0.8,0,0,1,0,1,0.020078792348659336
5282474,Eprosartan Mesylate,6765,0.8,0,0,1,0,1,0.05436625842231069
5284472,Triprolidine hydrochloride monohydrate,7471,0.8,0,0,1,0,1,0.02150101798547311
5284566,Granisetron (JAN/USAN/INN),7403,0.8,0,0,0,0,0,0.06071167347050518
5284583,Levetiracetam,7479,0.8,0,0,2,0,2,0.06736842339620086
5284603,Oxycodone,7472,0.8,0,0,3,0,3,0.07255527620445995
5284627,Topiramate,7471,0.8,0,0,4,0,4,0.07255527620445995
5311035,Butaprost,7524,0.8,0,0,1,0,1,0.02059767594781528
5311064,Denopamine,7467,0.8,0,0,1,0,1,0.024064494918577577
5311068,Dexmedetomidine,7542,0.8,0,0,1,0,1,0.0291149287458177
5311071,Dihydrotachysterol,7576,0.8,0,0,1,0,1,0.07184146706744048
5311181,Iloprost,7527,0.8,0,0,0,0,0,0.05162302330586352
5311221,Latanoprost,7516,0.8,0,0,0,0,0,0.024474978731622587
5311225,Syngard,7523,0.8,0,0,1,0,1,0.024136424672261066
5311309,Nateglinide,7468,0.8,0,0,0,0,0,0.07255527620445995
5312125,Silodosin,7263,0.8,0,0,0,0,0,0.07255527620445995
5312153,Sulprostone,7372,0.8,0,0,1,0,1,0.07255527620445995
53232,Lovastatin,7527,0.8,0,0,1,0,1,0.019164663191502833
5328940,Bosutinib,7271,0.8,0,0,44,0,44,0.09292027805410283
53359,Tolrestat,7319,0.8,0,0,2,0,2,0.07255527620445995
5339,Sulfasalazine,7294,0.8,0,0,8,0,8,0.0676414577818548
5342,Sulfinpyrazone,7460,0.8,0,0,1,0,1,0.025768906879956716
5358,Sumatriptan,7407,0.8,0,0,12,0,12,0.05793216821675452
5359,Suprofen,7475,0.8,0,0,2,0,2,0.07255527620445995
5360515,Naltrexone,7461,0.8,0,0,1,0,1,0.05842278824611618
5360696,Dextromethorphan,7534,0.8,0,0,2,0,2,0.07255527620445995
5362115,Delapril Hydrochloride,7372,0.8,0,0,2,0,2,0.0628697631947281
5362123,Benazepril Hydrochloride,7382,0.8,0,0,1,0,1,0.07172435782667323
5362129,Ramipril,7384,0.8,0,0,1,0,1,0.07913350476912284
5362376,Tamsulosin Hydrochloride,7384,0.8,0,0,0,0,0,0.07255527620445995
5362471,"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, monohydrate, (5alpha,6alpha)-",6005,0.8,0,0,5,0,5,0.04579677086378632
5381,Tazarotene,7468,0.8,0,0,6,0,6,0.07374735705235536
5405,Terfenadine,7515,0.8,0,0,4,0,4,0.08450786617493738
54343,Daltroban,7319,0.8,0,0,4,0,4,0.0676414577818548
54384,Levocabastine hydrochloride,7286,0.8,0,0,1,0,1,0.058459104317798605
5440,Thiethylperazine,7531,0.8,0,0,11,0,11,0.08325733170515
54405,Brimonidine Tartrate,7285,0.8,0,0,3,0,3,0.07255527620445995
54454,Simvastatin,7523,0.8,0,0,2,0,2,0.07255527620445995
5452,Thioridazine,7532,0.8,0,0,0,0,0,0.02912314486989818
5463984,Benazeprilat,7383,0.8,0,0,1,0,1,0.07255527620445995
5464201,Ditekiren,6873,0.8,0,0,1,0,1,0.02170573591681407
54670067,L-Ascorbic Acid,7582,0.8,0,0,1,0,1,0.06687822727164183
54676038,Dicoumarol,7530,0.8,0,0,7,0,7,0.0754345178013187
54676228,Piroxicam,7236,0.8,0,0,2,0,2,0.07255527620445995
54677470,Meloxicam,7236,0.8,0,0,2,0,2,0.05793216821675452
54677971,Tenoxicam,7237,0.8,0,0,2,0,2,0.07255527620445995
5468,Tiaprofenic Acid,7475,0.8,0,0,1,0,1,0.025470426393417064
54686350,Choline Salicylate,7475,0.8,0,0,2,0,2,0.05842278824611618
54690031,Lornoxicam,7155,0.8,0,0,2,0,2,0.06736842339620086
54746,Cabergoline,7449,0.8,0,0,1,0,1,0.021181186625145766
5484727,Trandolapril,7382,0.8,0,0,1,0,1,0.06071167347050518
5485193,Imidapril Hydrochloride,6578,0.8,0,0,2,0,2,0.07255527620445995
54891,Quinapril Hydrochloride,7276,0.8,0,0,1,0,1,0.06855168696825249
54892,Quinapril,7380,0.8,0,0,1,0,1,0.07255527620445995
54900,Raloxifene Hydrochloride,7270,0.8,0,0,2,0,2,0.06687822727164183
5493444,Aliskiren,7331,0.8,0,0,1,0,1,0.024671462309334796
5497196,Rapamycin (TN),7242,0.8,0,0,0,0,0,0.07255527620445995
5503,Tolazamide,7406,0.8,0,0,1,0,1,0.06855168696825249
5505,Tolbutamide,7475,0.8,0,0,27,0,27,0.1251261634208596
5509,Tolmetin,7475,0.8,0,0,2,0,2,0.07255527620445995
55245,Mifepristone,7454,0.8,0,0,4,0,4,0.06177329442624428
5526,4-(Aminomethyl)cyclohexanecarboxylic acid,7479,0.8,0,0,2,0,2,0.06417428920831374
5556,Triazolam,7472,0.8,0,0,1,0,1,0.07255527620445995
5560,Trichlormethiazide,7321,0.8,0,0,4,0,4,0.0676414577818548
5576,Trimethadione,7505,0.8,0,0,1,0,1,0.021181186625145766
5578,Trimethoprim,7470,0.8,0,0,1,0,1,0.06071167347050518
5583,Trimetrexate,7455,0.8,0,0,1,0,1,0.0628697631947281
5584,Trimipramine,7578,0.8,0,0,28,0,28,0.13008394888721558
5593,Tropicamide,7409,0.8,0,0,3,0,3,0.05842278824611618
564,6-Aminohexanoic Acid,7480,0.8,0,0,30,0,30,0.061183912785529246
5663,Vesnarinone,7459,0.8,0,0,1,0,1,0.053226390641652625
5665,Vigabatrin,7482,0.8,0,0,0,0,0,0.05267427284390471
5702063,Guanabenz,7475,0.8,0,0,1,0,1,0.021181186625145766
5702160,Famotidine,7029,0.8,0,0,2,0,2,0.05793216821675452
5717,Zafirlukast,7342,0.8,0,0,2,0,2,0.08450786617493738
5719,Zaleplon,7471,0.8,0,0,7,0,7,0.06006330656665745
5720,Zaltoprofen,7474,0.8,0,0,2,0,2,0.06736842339620086
5724,Zenarestat,7229,0.8,0,0,1,0,1,0.02598536987624719
5734,Zonisamide,7417,0.8,0,0,17,0,17,0.07255527620445995
5741,Donepezil Hydrochloride,7455,0.8,0,0,2,0,2,0.06071167347050518
5746,Mitomycin C,7460,0.8,0,0,2,0,2,0.06071167347050518
5754,Cortisol,7528,0.8,0,0,1,0,1,0.07255527620445995
5756,Estriol,7581,0.8,0,0,0,0,0,0.04061861512933469
5757,Estradiol,7581,0.8,0,0,2,0,2,0.0910432931708281
5790,Floxuridine,7331,0.8,0,0,1,0,1,0.0676414577818548
5795,Procaine Hydrochloride,7103,0.8,0,0,3,0,3,0.055309974509393484
5807,(+-)-Isoproterenol hydrochloride,7473,0.8,0,0,1,0,1,0.0676414577818548
5815,Epinephrine Bitartrate,7226,0.8,0,0,5,0,5,0.0628697631947281
5816,Epinephrine,7541,0.8,0,0,2,0,2,0.07913350476912284
5831,Carbachol,7623,0.8,0,0,7,0,7,0.07395472614138877
5833,Spironolactone,7527,0.8,0,0,2,0,2,0.07255527620445995
5852,Penicillamine,7420,0.8,0,0,1,0,1,0.05842278824611618
5853,Trichlorfon,7478,0.8,0,0,2,0,2,0.07172435782667323
5870,Estrone,7534,0.8,0,0,1,0,1,0.05793216821675452
5878,Oxandrolone,7532,0.8,0,0,1,0,1,0.06855168696825249
5893,Nadide (JAN/USAN/INN),7060,0.8,0,0,28,0,28,0.058589347515650966
5905,Idoxuridine,7331,0.8,0,0,1,0,1,0.0628697631947281
5910,Pilocarpine,7479,0.8,0,0,1,0,1,0.07255527620445995
5936,Diisopropyl Fluorophosphate,7482,0.8,0,0,37,0,37,0.06962772179387587
5962,L-Lysine,7479,0.8,0,0,1,0,1,0.02095734033019141
5965,Demecarium Bromide,7512,0.8,0,0,2,0,2,0.06177329442624428
59694,"Benzonitrile, 4-(5,6,7,8-tetrahydroimidazo(1,5-a)pyridin-5-yl)-, hydrochloride (1:1)",7541,0.8,0,0,16,0,16,0.10787558567322196
59772,Sumatriptan Succinate,7289,0.8,0,0,3,0,3,0.08450786617493738
59774,Zofran,7386,0.8,0,0,0,0,0,0.0754345178013187
5983,Physostigmine,7475,0.8,0,0,2,0,2,0.07255527620445995
5991,Ethinylestradiol,7581,0.8,0,0,1,0,1,0.07255527620445995
5994,Progesterone,7581,0.8,0,0,2,0,2,0.07913350476912284
5997,Cholesterol,7577,0.8,0,0,1,0,1,0.0374329173048456
6013,Testosterone,7532,0.8,0,0,1,0,1,0.07255527620445995
6014,Promethazine Hydrochloride,6857,0.8,0,0,1,0,1,0.06294299584097919
60198,Exemestane,7581,0.8,0,0,2,0,2,0.09953273623477304
6047,Levodopa,7475,0.8,0,0,2,0,2,0.07255527620445995
6049,Ethylenediaminetetraacetic Acid,7532,0.8,0,0,2,0,2,0.07172435782667323
60490,Zileuton,7336,0.8,0,0,1,0,1,0.023837807025840294
60692,Sezolamide Hydrochloride,7379,0.8,0,0,11,0,11,0.06958966733263908
60699,Topotecan Hydrochloride,7381,0.8,0,0,3,0,3,0.07255527620445995
60750,Gemcitabine,7249,0.8,0,0,4,0,4,0.05746195218754413
60781,"L-Prolinamide, N-methyl-D-phenylalanyl-N-((1S)-4-((aminoiminomethyl)amino)-1-formylbutyl)-, sulfate (1:1)",7152,0.8,0,0,2,0,2,0.05842278824611618
60790,Toborinone,7456,0.8,0,0,13,0,13,0.0999276977258147
60795,Aripiprazole,7385,0.8,0,0,7,0,7,0.05842278824611618
6081,"2-Amino-1-(2,5-dimethoxyphenyl)propan-1-ol hydrochloride",7475,0.8,0,0,0,0,0,0.07255527620445995
60824,Befloxatone,7400,0.8,0,0,2,0,2,0.07255527620445995
6083,Adenosine Monophosphate,7304,0.8,0,0,7,0,7,0.0676414577818548
60846,Valsartan,7283,0.8,0,0,1,0,1,0.06237631798319554
60855,Zanamivir,7381,0.8,0,0,1,0,1,0.05842278824611618
60857,Zolmitriptan,7472,0.8,0,0,2,0,2,0.07255527620445995
60875,Naratriptan Hydrochloride,7230,0.8,0,0,1,0,1,0.01954851263954236
60953,Capecitabine,7226,0.8,0,0,1,0,1,0.020006144233298034
60961,Adenosine,7400,0.8,0,0,0,0,0,0.021909188096326665
6100,Bretylium Tosylate,7401,0.8,0,0,2,0,2,0.07913350476912284
610479,Tolfenamic Acid,7410,0.8,0,0,2,0,2,0.07255527620445995
61100,Phenelzine Sulfate,6638,0.8,0,0,2,0,2,0.07255527620445995
6140,L-Phenylalanine,7479,0.8,0,0,6,0,6,0.05649721918451811
6215,Fluocinolone Acetonide,7450,0.8,0,0,1,0,1,0.018367185365921586
6230,Norethindrone,7340,0.8,0,0,1,0,1,0.028783198308472546
6253,Cytarabine,7331,0.8,0,0,1,0,1,0.018831799167930516
6256,Trifluridine,7329,0.8,0,0,1,0,1,0.06071167347050518
6274,L-Histidine,7418,0.8,0,0,2,0,2,0.057294281892285095
62770,Daunorubicin Hydrochloride,7423,0.8,0,0,5,0,5,0.0910432931708281
6279,Medroxyprogesterone Acetate,7578,0.8,0,0,1,0,1,0.024434021325604172
62857,Reconcile,7399,0.8,0,0,1,0,1,0.07255527620445995
6287,L-Valine,7482,0.8,0,0,3,0,3,0.06736842339620086
6288,L-Threonine,7482,0.8,0,0,2,0,2,0.06177329442624428
62882,Propranolol Hydrochloride,7127,0.8,0,0,2,0,2,0.07184146706744048
62956,Fosinoprilat,7384,0.8,0,0,1,0,1,0.05842278824611618
62969,Verapamil Hydrochloride,7375,0.8,0,0,2,0,2,0.06324547657292665
63030,Promethazine Teoclate,6714,0.8,0,0,0,0,0,0.03733460800549081
6306,L-Isoleucine,7482,0.8,0,0,5,0,5,0.05470402460934851
6314,Lidocaine Hydrochloride,7474,0.8,0,0,0,0,0,0.05142076878284346
636362,Idarubicin Hydrochloride,6520,0.8,0,0,2,0,2,0.05842278824611618
636399,Safrazine Hydrochloride,7537,0.8,0,0,2,0,2,0.07336503603357519
64119,Caffeine Monohydrate,7623,0.8,0,0,8,0,8,0.0676414577818548
6420009,Enclomiphene Citrate,6817,0.8,0,0,1,0,1,0.0628697631947281
6420040,Oxybuprocaine Hydrochloride,7471,0.8,0,0,0,0,0,0.02285316478265117
6420042,Dizocilpine Maleate,7528,0.8,0,0,3,0,3,0.07154602944788707
6431825,Chlorpromazine Hibenzate,7260,0.8,0,0,12,0,12,0.1251261634208596
6436002,Dalvastatin,7460,0.8,0,0,0,0,0,0.057589534304276296
6444692,Mubritinib,7381,0.8,0,0,47,0,47,0.07799364825017675
6446,Fluoxymesterone,7464,0.8,0,0,2,0,2,0.07255527620445995
6450551,Axitinib,7386,0.8,0,0,13,0,13,0.10403816800645342
64642,Quinaglute (TN),5859,0.8,0,0,3,0,3,0.06736842339620086
64922,Terlakiren,7207,0.8,0,0,1,0,1,0.023144280337568796
65324,Dobutamine Hydrochloride,7530,0.8,0,0,2,0,2,0.07255527620445995
65326,Ephedrine Hydrochloride,7257,0.8,0,0,1,0,1,0.07255527620445995
65327,Desipramine Hydrochloride,7472,0.8,0,0,0,0,0,0.022388837606879944
65329,Mefloquine Hydrochloride,6697,0.8,0,0,0,0,0,0.06386777659849864
65348,Epirubicin Hydrochloride,6951,0.8,0,0,2,0,2,0.06177329442624428
65494,Sufentanil Citrate,7335,0.8,0,0,1,0,1,0.07255527620445995
656583,Trilostane,7467,0.8,0,0,0,0,0,0.028387584456814836
656631,Eletriptan Hydrobromide,6757,0.8,0,0,8,0,8,0.05793216821675452
656652,Oxtriphylline,7408,0.8,0,0,13,0,13,0.0999276977258147
656664,Tropisetron hydrochloride,7401,0.8,0,0,3,0,3,0.05842278824611618
656783,Levisoprenaline hydrochloride,7473,0.8,0,0,2,0,2,0.07255527620445995
657201,Anisotropine methylbromide,7620,0.8,0,0,3,0,3,0.06855168696825249
657298,Propylthiouracil,7480,0.8,0,0,2,0,2,0.05664918958192585
657348,(-)-Physostigmine salicylate,7049,0.8,0,0,1,0,1,0.028193494006616044
65889,Apafant,7294,0.8,0,0,3,0,3,0.07727936977363198
65981,Repaglinide,7375,0.8,0,0,0,0,0,0.06736842339620086
65999,Telmisartan,7351,0.8,0,0,2,0,2,0.056571686165430055
66062,Thioridazine Hydrochloride,7463,0.8,0,0,0,0,0,0.020531077303590634
66068,Procainamide Hydrochloride,6774,0.8,0,0,0,0,0,0.05793216821675452
66070,Mepivacaine Hydrochloride,7085,0.8,0,0,0,0,0,0.05438508905356978
66250,"L-Arginine, monohydrochloride",7330,0.8,0,0,0,0,0,0.030044114191347032
66259,Oxymetazoline Hydrochloride,7402,0.8,0,0,3,0,3,0.06105040635445202
66383,Cetiedil Citrate,7348,0.8,0,0,2,0,2,0.05793216821675452
667467,Chlorprothixene,7475,0.8,0,0,2,0,2,0.07255527620445995
667476,Dienestrol,7581,0.8,0,0,1,0,1,0.06736842339620086
667484,Etomidate,7475,0.8,0,0,7,0,7,0.07467848655943192
6726,Cyclizine,7581,0.8,0,0,1,0,1,0.024474978731622587
68304,Dyclonine Hydrochloride,7086,0.8,0,0,4,0,4,0.05842278824611618
6850814,Spirapril Hydrochloride,7284,0.8,0,0,1,0,1,0.07255527620445995
68546,Prazosin Hydrochloride,6845,0.8,0,0,3,0,3,0.06071167347050518
68551,Mianserin Hydrochloride,7225,0.8,0,0,0,0,0,0.07255527620445995
68553,Miconazole Nitrate,6971,0.8,0,0,2,0,2,0.05438508905356978
68617,Sertraline,7534,0.8,0,0,1,0,1,0.07467848655943192
6883,Isosorbide Dinitrate,7582,0.8,0,0,0,0,0,0.05793216821675452
68844,Brinzolamide,7397,0.8,0,0,11,0,11,0.07467848655943192
6914273,Dantrolene,7402,0.8,0,0,1,0,1,0.021968556617485684
6917793,Montirelin,7285,0.8,0,0,1,0,1,0.019470578152890834
6917815,Pentopril,7471,0.8,0,0,1,0,1,0.07255527620445995
6917956,Pivopril,7406,0.8,0,0,1,0,1,0.05793216821675452
6918003,Granisetron hydrochloride (JAN/USP),7201,0.8,0,0,0,0,0,0.07184146706744048
6918034,Olprinone Hydrochloride Hydrate,6779,0.8,0,0,12,0,12,0.08035755273370072
6918078,Rivastigmine Tartrate,7454,0.8,0,0,1,0,1,0.023644362700701457
6918132,Dorzolamide Hydrochloride,6935,0.8,0,0,11,0,11,0.07336503603357519
69568,L-Lysine monohydrochloride,7477,0.8,0,0,0,0,0,0.02613772924427314
71177,"Piperidine, 1-methyl-3-(9H-thioxanthen-9-ylmethyl)-, hydrochloride, hydrate (1:1:1)",6465,0.8,0,0,5,0,5,0.06962772179387587
71320,Libenzapril,7381,0.8,0,0,1,0,1,0.058736830050096014
71329,Dofetilide,7385,0.8,0,0,2,0,2,0.06294299584097919
71355,Lecimibide,7145,0.8,0,0,2,0,2,0.06071167347050518
71764,Alfuzosin Hydrochloride,7285,0.8,0,0,12,0,12,0.0999276977258147
71793,Glyclopyramide,7331,0.8,0,0,1,0,1,0.05793216821675452
71992,Alacepril,7303,0.8,0,0,1,0,1,0.05920323532980649
72734318,Natacyn (TN),7344,0.8,0,0,0,0,0,0.014887653112017845
7550,Pyridostigmine Bromide,7620,0.8,0,0,1,0,1,0.030203092428338966
77991,Rivastigmine,7540,0.8,0,0,2,0,2,0.05842278824611618
78000,Tamiflu,7381,0.8,0,0,1,0,1,0.053825597770987825
82148,Agomelatine,7538,0.8,0,0,2,0,2,0.07255527620445995
8280,Paramethadione,7543,0.8,0,0,1,0,1,0.02653800390240757
8288,Ambenonium Chloride,7361,0.8,0,0,1,0,1,0.020966140849442847
8307,Edrophonium Chloride,7380,0.8,0,0,1,0,1,0.02630256237474115
8366,Etryptamine Acetate,7203,0.8,0,0,2,0,2,0.05842278824611618
84003,Ketorolac Tromethamine,7380,0.8,0,0,2,0,2,0.07184146706744048
864,alpha Lipoic acid,7480,0.8,0,0,0,0,0,0.017121665446408495
8695,Tetracaine Hydrochloride,7408,0.8,0,0,0,0,0,0.04835413793882713
876,(+-)-Methionine,7420,0.8,0,0,3,0,3,0.0512634787259535
8955,Pregnenolone,7532,0.8,0,0,1,0,1,0.026225671412637215
89594,Nicotine,7544,0.8,0,0,49,0,49,0.09292027805410283
9034,Methohexital,7475,0.8,0,0,1,0,1,0.06736842339620086
9051,Dydrogesterone,7581,0.8,0,0,1,0,1,0.06003904507219866
91430,Phentolamine Methanesulfonate,6373,0.8,0,0,3,0,3,0.07287895854279974
91725,Vascor,7606,0.8,0,0,1,0,1,0.07255527620445995
92163,Prilocaine Hydrochloride,6978,0.8,0,0,0,0,0,0.0562095397393144
9270,Ethynodiol Diacetate,7578,0.8,0,0,7,0,7,0.07247378838469294
92727,Lopinavir,7286,0.8,0,0,2,0,2,0.07255527620445995
936,Nicotinamide,7482,0.8,0,0,1,0,1,0.023837807025840294
9373,Pargyline Hydrochloride,7577,0.8,0,0,2,0,2,0.07172435782667323
938,Nicotinic Acid,7482,0.8,0,0,2,0,2,0.05393188280442803
9556529,Oxiconazole Nitrate,7211,0.8,0,0,0,0,0,0.02281734074398276
9570076,Proguanil Hydrochloride,6811,0.8,0,0,1,0,1,0.07395472614138877
9574101,Ximelagatran,7266,0.8,0,0,1,0,1,0.019990400087510622
9574343,Ancriviroc,7368,0.8,0,0,0,0,0,0.015491093380924468
9642,Fluocinonide,7446,0.8,0,0,1,0,1,0.016414320411730254
9651,(-)-Galantamine,7473,0.8,0,0,1,0,1,0.02144445659302513
967,Orotic Acid,7479,0.8,0,0,1,0,1,0.020495960100169085
9681,Methysergide,7388,0.8,0,0,1,0,1,0.02170573591681407
9795678,Phencyclidine Hydrochloride,6539,0.8,0,0,4,0,4,0.057294281892285095
985,Palmitic Acid,7537,0.8,0,0,4,0,4,0.07255527620445995
9859832,"1R-cis-3,3,5-trimethylcyclohexyl ester5-oxo-L-proline",7534,0.8,0,0,6,0,6,0.07255527620445995
9869929,Avanafil,7183,0.8,0,0,1,0,1,0.07255527620445995
9878,Fluorometholone,7460,0.8,0,0,2,0,2,0.07172435782667323
