Feature Set,Classifier,Train Rows,Test Rows,Split Mode,Features,Positive Train Fraction,Positive Test Fraction,ROC AUC,PR AUC,Brier Score,Max Precision At Recall >= 0.10,Max Precision At Recall >= 0.25,Max Precision At Recall >= 0.50
rank_only,Logistic Regression,171873,42969,row,13,0.013323791404118157,0.013311922548814262,0.9794868963383245,0.39924537185275166,0.009538792360999897,0.616822429906542,0.45454545454545453,0.4407796101949025
rank_only,Random Forest,171873,42969,row,13,0.013323791404118157,0.013311922548814262,0.9879201894645204,0.6238473695298208,0.007346001742454182,0.90625,0.8074866310160428,0.6682242990654206
rank_only,Extra Trees,171873,42969,row,13,0.013323791404118157,0.013311922548814262,0.9847515269832886,0.6311846919355779,0.007262123104465735,0.9130434782608695,0.817258883248731,0.6908212560386473
rank_only,Hist Gradient Boosting,171873,42969,row,13,0.013323791404118157,0.013311922548814262,0.9907829893294667,0.6627491679300532,0.006986534694816541,0.9101123595505618,0.8333333333333334,0.7352185089974294
