pubchem_cid,ligand_title,ranked_uniprots,expected_supported_target_degree,known_yamanishi_targets_in_affinity_file,known_any_supported_targets_in_affinity_file
10133,Chenodeoxycholic Acid,7523,1.9815591404481523,1,1
4044,Mefenamic Acid,7475,1.9802916721240282,2,2
3059,Diflunisal,7475,1.978425941261116,2,2
3033637,Nizax,7306,1.975180995871869,1,1
5311309,Nateglinide,7468,1.9744268931631201,0,0
65981,Repaglinide,7375,1.9702582186848463,0,0
5452,Thioridazine,7532,1.9683410582001393,0,0
5583,Trimetrexate,7455,1.9677862483084616,1,1
3295,Ethoxzolamide,7412,1.9650824103931264,1,1
119607,Valdecoxib,7403,1.9621748100078782,2,2
11954363,Napsagatran,7621,1.957401997490805,1,1
84003,Ketorolac Tromethamine,7380,1.9554320126660558,2,2
41693,Sufentanil,7461,1.9534753216098801,1,1
107994,Quinaprilat,7380,1.9525413771269802,1,1
129791,Itopride Hydrochloride,7460,1.9519477271785546,2,2
4659569,Tolcapone,7473,1.9484826845977288,1,1
2097,Alminoprofen,7478,1.9480116177646116,2,2
132228,Quilostigmine,7531,1.947162754133843,1,1
34312,Oxcarbazepine,7474,1.9426597321307213,1,1
2157,Amiodarone,7455,1.942342356683401,1,1
4237,Mofezolac,7466,1.9422613184797344,2,2
23706210,Tranxilium,7406,1.9406532244563912,1,1
667467,Chlorprothixene,7475,1.939717540319401,2,2
6047,Levodopa,7475,1.936757713697413,2,2
135398513,Acyclovir,7409,1.9365133236637195,1,1
3033332,Ranitidine Hydrochloride,7237,1.930185113442673,1,1
5983,Physostigmine,7475,1.9286999047121618,2,2
7550,Pyridostigmine Bromide,7620,1.9279543113931816,1,1
3308,Etodolac,7472,1.9272825244645493,2,2
14677,Methdilazine,7534,1.9269483468351605,1,1
4421,Nalidixic Acid,7412,1.9261835339046722,2,2
5362123,Benazepril Hydrochloride,7382,1.9260596563608703,1,1
4906,Prilocaine,7540,1.9245448050986504,1,1
5284566,Granisetron (JAN/USAN/INN),7403,1.9230978628268176,0,0
610479,Tolfenamic Acid,7410,1.922506094873872,2,2
135409453,Tegaserod,7464,1.9215325372386196,1,1
443958,Amcinonide,7445,1.9178228285563237,1,1
3394,Flurbiprofen,7476,1.9158014270087256,2,2
26757,Selegiline,7582,1.9137299466574522,1,1
1967,Docebenone,7531,1.9134186129523802,1,1
4020,Mazindol,7409,1.912102870271548,0,0
4037,Meclofenamic Acid,7409,1.9104578640177297,2,2
3475,Gliclazide,7402,1.9098002085034185,2,2
54892,Quinapril,7380,1.908220122770494,1,1
5359,Suprofen,7475,1.908197393860177,2,2
5311225,Syngard,7523,1.9072298846337072,1,1
6917815,Pentopril,7471,1.9058023332754563,1,1
3365,Fluconazole,7403,1.90531417752294,2,2
5312153,Sulprostone,7372,1.904560813474965,1,1
31703,Doxorubicin,7418,1.90451817444062,2,2
5280954,Rescinnamine,7412,1.9042674760138516,1,1
23683779,Alrestatin Sodium,7623,1.9026486924224306,1,1
107807,Perindopril,7388,1.90252956513789,1,1
441350,Metyrosine,7478,1.8983912645191874,1,1
10660,Dimenhydrinate,7281,1.8977421364734945,1,1
44093,Captopril,7417,1.8965686884999782,1,1
9869929,Avanafil,7183,1.896378383208958,1,1
119828,Parecoxib,7393,1.8953563200877317,2,2
135400182,Raltitrexed,7189,1.8952537821969702,1,1
5663,Vesnarinone,7459,1.8932722199433951,1,1
4993,Pyrimethamine,7475,1.8927258302094603,1,1
5484727,Trandolapril,7382,1.892196884826879,1,1
5720,Zaltoprofen,7474,1.892141874309749,2,2
5509,Tolmetin,7475,1.8872366868063897,2,2
5724,Zenarestat,7229,1.8869262816552888,1,1
3395,Flurbiprofen Axetil,7530,1.8845787637117344,1,1
135398740,Ganciclovir,7406,1.882935355006895,1,1
3397,Flutamide,7410,1.8827359495916085,1,1
123619,Etoricoxib,7400,1.8822429093627986,2,2
2284,Baclofen,7416,1.878935609981177,1,1
5746,Mitomycin C,7460,1.8755164588303326,2,2
8307,Edrophonium Chloride,7380,1.8740900089260033,1,1
71320,Libenzapril,7381,1.8735171933418193,1,1
5282183,Indomethacin farnesil,7428,1.866524120433234,1,1
6917956,Pivopril,7406,1.8638092463247709,1,1
1549120,Epalrestat,7407,1.8622472343997203,1,1
3373,Flumazenil,7407,1.8605219190258568,1,1
864,alpha Lipoic acid,7480,1.8596775018898741,0,0
5807,(+-)-Isoproterenol hydrochloride,7473,1.858161806445046,1,1
9034,Methohexital,7475,1.8578686928907395,1,1
4911,Probenecid,7410,1.8558794376060264,1,1
166558,Avasimibe,7448,1.8532466891192019,2,2
135398641,Inosine,7403,1.8476580008075452,1,1
3324,Famciclovir,7397,1.8471668240664452,1,1
4189,Miconazole,7399,1.843750006490891,2,2
5281081,Entacapone,7403,1.84059639238058,1,1
60875,Naratriptan Hydrochloride,7230,1.8287717779022956,1,1
3032285,Thiamylal,7475,1.8180641834439564,1,1
71355,Lecimibide,7145,1.8063510278891164,2,2
5578,Trimethoprim,7470,1.8053249132272333,1,1
135401907,Allopurinol,7482,1.7997477000969702,1,1
3762,Isoetharine,7534,1.7874399720765977,1,1
467825,Ravuconazole,7292,1.786215511837253,1,1
69568,L-Lysine monohydrochloride,7477,1.7847610104549796,0,0
204101,Razaxaban Hydrochloride,7153,1.7826044006263877,1,1
6230,Norethindrone,7340,1.779979627365733,1,1
5278,Ponalrestat,7236,1.7764385603920891,1,1
5281068,Chlorpheniramine Maleate,7304,1.7762154627447153,1,1
216322,Conivaptan Hydrochloride,7257,1.7710955231356798,1,1
5311221,Latanoprost,7516,1.7708478010098376,0,0
190816,Minalrestat,7303,1.7568227005533332,1,1
460612,Melphalan,7331,1.756755417332775,1,1
6253,Cytarabine,7331,1.7487943333937979,1,1
2973,Deferoxamine,7319,1.7392095809132664,1,1
20279,Cladribine,7246,1.7356729704493317,1,1
31101,Bromocriptine,7226,1.7278539884698971,1,1
3151,Domperidone,7384,1.7180581822749112,1,1
23724780,Clemastinefumarate,7381,1.7177526580144837,1,1
967,Orotic Acid,7479,1.7156756410460263,1,1
53232,Lovastatin,7527,1.7121510069287629,1,1
92163,Prilocaine Hydrochloride,6978,1.707612031451727,0,0
5280360,Prostaglandin E2,7529,1.7075154942655348,0,0
1613,Zopolrestat,7217,1.6997720999699413,1,1
157838,Lidorestat monohydrate,7211,1.6812587393729153,1,1
68553,Miconazole Nitrate,6971,1.67942801597466,2,2
443939,Doxorubicin Hydrochloride,6513,1.6643538133919187,1,1
6420009,Enclomiphene Citrate,6817,1.6614538897732996,1,1
636362,Idarubicin Hydrochloride,6520,1.6608638856825084,2,2
5493444,Aliskiren,7331,1.6586980840383034,1,1
23679527,Fluvastatin Sodium,7343,1.65618171578878,1,1
60490,Zileuton,7336,1.6547678863850879,1,1
5702160,Famotidine,7029,1.6499320218986158,2,2
23678981,Methotrexate monosodium,6562,1.6459973675649509,1,1
23663992,Cerivastatin Sodium,7277,1.6458286618405356,1,1
5485193,Imidapril Hydrochloride,6578,1.6424366476091423,2,2
6917793,Montirelin,7285,1.6417962951526939,1,1
65348,Epirubicin Hydrochloride,6951,1.6358121084736854,2,2
444031,Darifenacin,7452,1.6339250251427282,1,1
54690031,Lornoxicam,7155,1.628864967996687,2,2
9574101,Ximelagatran,7266,1.623117019037191,1,1
160024,Fidarestat,7471,1.5903442486638775,1,1
9681,Methysergide,7388,1.5889819741032485,1,1
2724385,Digoxin,7424,1.5866673743826198,1,1
65329,Mefloquine Hydrochloride,6697,1.5838551504032872,0,0
34633,Moricizine,7385,1.5752356924059665,0,0
5282474,Eprosartan Mesylate,6765,1.5684285971707628,1,1
10457278,Indolapril Hydrochloride,6769,1.5682820931267372,1,1
3001055,Ranitidine,7407,1.566438739976045,1,1
23667962,Dynacil,6696,1.5644040104081778,0,0
444020,Voglibose,7529,1.5535831507513445,0,0
9570076,Proguanil Hydrochloride,6811,1.5485948588479754,1,1
5284472,Triprolidine hydrochloride monohydrate,7471,1.5473313199370307,1,1
65327,Desipramine Hydrochloride,7472,1.537993103413686,0,0
441325,Amiodarone Hydrochloride,7382,1.5363715560735125,0,0
66062,Thioridazine Hydrochloride,7463,1.5358641740564958,0,0
5311064,Denopamine,7467,1.534594779059492,1,1
11954368,Nepicastat Hydrochloride,6528,1.534165934223454,1,1
4888,Pranoprofen,7475,1.5306691436915558,0,0
5342,Sulfinpyrazone,7460,1.5305150090714197,1,1
441336,Mometasone Furoate,7448,1.5234836492321306,1,1
444030,Darifenacin Hydrobromide,7449,1.514420570879183,0,0
119442,Gallopamil Hydrochloride,6847,1.5116241727609772,1,1
3899,Leflunomide,7409,1.5107902675768743,1,1
133264,Risarestat,7472,1.5073923989436415,1,1
157920,Lubiprostone,7459,1.5028266290368297,0,0
107706,Sivelestat,7381,1.500448721657331,1,1
6914273,Dantrolene,7402,1.493182478684613,1,1
656583,Trilostane,7467,1.4906342860027577,0,0
8288,Ambenonium Chloride,7361,1.4863053152437398,1,1
151170,Cilomilast,7467,1.4838993705666916,1,1
54746,Cabergoline,7449,1.4830931981362272,1,1
60961,Adenosine,7400,1.4813275309112268,0,0
6215,Fluocinolone Acetonide,7450,1.478212135007106,1,1
6014,Promethazine Hydrochloride,6857,1.4766115956124561,1,1
121586,Zoledronic acid monohydrate,7402,1.474758123337966,1,1
5282469,Protirelin tartrate monohydrate,7202,1.4721459522953353,1,1
9651,(-)-Galantamine,7473,1.4708896582279305,1,1
1676,Enprofylline,7415,1.4689337194502974,0,0
9642,Fluocinonide,7446,1.465790152746663,1,1
5282226,Travoprost,7441,1.4649610678483367,0,0
15209,Flurandrenolide,7454,1.4614208708847696,1,1
5702063,Guanabenz,7475,1.4559678822393203,1,1
444025,Loteprednol Etabonate,7453,1.4522634420489962,1,1
3292,Ethotoin,7478,1.4466331948707944,0,0
16759173,Pravastatin Sodium,6867,1.4425787935508665,1,1
23724775,Atropine sulfate and diphenoxylate hydrochloride,7066,1.4418886735018088,1,1
5468,Tiaprofenic Acid,7475,1.4409236138406714,1,1
5281074,Carboprost Tromethamine,7426,1.4385930206477724,0,0
6420040,Oxybuprocaine Hydrochloride,7471,1.4373512785192333,0,0
3105,Dipivefrin,7464,1.4313233884223964,1,1
4171,Metoprolol,7475,1.4137130729568088,1,1
6918078,Rivastigmine Tartrate,7454,1.404440927282,1,1
2756,Cimetidine,7475,1.391580499423807,1,1
104152,"L-Lysine, acetate (1:1)",7474,1.3822818272122497,0,0
64922,Terlakiren,7207,1.380766973828663,1,1
135462830,Icopezil Maleate,6652,1.3789249512185322,1,1
63030,Promethazine Teoclate,6714,1.3693172566060572,0,0
31100,Bromocriptine Mesylate,7090,1.3414797200491966,1,1
3086651,Zankiren Hydrochloride,6975,1.3316765610472139,1,1
135413520,Pemetrexed Disodium,5690,1.325532626202462,1,1
441313,Perindopril Erbumine,5827,1.3163923643377062,1,1
657348,(-)-Physostigmine salicylate,7049,1.3148791196447411,1,1
135398735,Rifampicin,7040,1.2869907519007333,1,1
441358,Nortriptyline Hydrochloride,6439,1.2784778605781524,0,0
5464201,Ditekiren,6873,1.2552024344251385,1,1
24244,Metocurine Iodide,7054,1.2521466967578652,1,1
135403648,Leucovorin,7257,1.2072455310112347,0,0
9556529,Oxiconazole Nitrate,7211,1.170358621388279,0,0
72734318,Natacyn (TN),7344,1.116715905452268,0,0
9574343,Ancriviroc,7368,1.0931729204195235,0,0
5280965,Amphotericin B,7053,0.7928936864226845,0,0
